Resource ID(s),itemTitle,rightsStatement,publisher,digitizationNomination,originalCarrierLocation,channelConfigurationPhysical,physicalFormat,durationPhysical,proxyFilename,preservationFilename,filesize,channelConfigurationDigital,encoding,sampleRate,bitDepth,checksumString,checksumType,assetIdentifier,date,dateType,contributor,Subject,description,epsIdentifier,rightsSummary,ancillaryMaterials,coverageTemporal,coverageSpatial,generations,Genre,dispositionNomination,fileLocation,relatedInstantiationID,durationDigital,condition,dateDigitized,digitalQC,identifier2,identifierSource2,instantiationTimeStart,intellectualAssetType
100,Break the Chains Conference 2003,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:05:44,kboo_MD-157d3_20030809.mp3,kboo_MD-157d3_20030809.wav,332 MB,mono,wav,44.1 kHz,16 bits,408F8F57315C86817969761759835D27,md5,MD-157d3,2003-08-09,unknown,"Derrick Jensen, Jesus Sepulveda","Prison, Arts/Culture, Military","Break the Chains Conference: Prisons, Colonialism & Industrial Civilization by Derrick Jensen and Jesus Sepulveda. Authors and activists Derrick Jensen and Jesus Sepulvecla speak at the Break the Chains Conference on 2003-08-09 at 4:00pm. Jensen speaks about his experience teaching writing to inmates at Pelican Bay State Prison.  Sepulveda speaks about his experience under the Pinochet regime and how it can be used as a teaching tool. He also talks about his new book which deals with colonialism, capitalism and industrialism. The conference was held August 8 - 10, 2003 at the University of Oregon in Eugene. Break the Chains Conference planners stated the following vision: //We are organizing this conference to educate people about the bleak reality of the prison crisis, to mobilize people from the anti-repression, prisoner-support and anti-capitalist movements, to humbly host like-minded activists from other regions in what we hope is to be an extremely powerful and productive convergence, to learn from survivors of the prison system and gain from them invaluable lessons about the nature of the beast we are up against, and to begin the difficult task of developing a cohesive, organized, diverse, and effective movement against state repression and the politics of mass imprisonment. As the ruling elite intensifies its repression more & more broadly, such a movement becomes necessary now more than ever before.//",eps00110,Saleable,,,California,Original,,,,,,,,,,,,
99,Break the Chains Conference 2003,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,02:02:00,kboo_MD-157d1_20030808.mp3,kboo_MD-157d1_20030808.wav,616 MB,mono,wav,44.1 kHz,16 bits,E82C21857A38E822DE4B26ABE57C8E4D,md5,MD-157d1,2003-08-08,unknown,"Ward Churchill, Chrystos, Jim Page","Indigenous, Prison, Race, Police, Civil Rights/Human Rights","Break the Chains Conference . Break the Chains Conference at United Lutheran Church, Eugene, Oregon, 2003-08-08, Chrystos?? talks about how the indigenous people who lived in this area went thousands of years without building a prison. She compares colonization to prison. She tells personal stories about encounters with the police throughout her life. She speak about income inequality between indigenous people and the rest of the country. There is also a musical performance by Jim Page featuring two songs about indigenous people fight the system. The next speaker speaks about Leonard Peltier and the Black Panther Party. He goes on to explain what the Praytor?? guideline is. He talks about Rodney King, Delta Force and the presidential use of them during times of strife in America.",eps00110,Saleable,,,United States,Original,,,,,,,,,,,,
98,Ross Gelbspan at Lewis and Clark College,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,01:03:27,kboo_MD-156_20041005.mp3,kboo_MD-156_20041005.wav,641 MB,stereo,wav,44.1 kHz,16 bits,64A6A885401F29C3B5BE6AED0A62A9B5,md5,MD-156,2004-10-05,unknown,Ross Gelbspan,"Global Affairs, Environment/Climate, Economy","Ross Gelbspan at Lewis & Clark College, Portland, Oregon, Disc 1, 2004-10-05. The speech starts with someone telling a personal story about how they became familiar with Ross Gelbspan's writings. Gelbspan begins by talking about how the global economy can become stagnant and how the more reliable path to getting out of it would be global works programs. Which he says will lift off the economy within a decade. He then turns to talking about planet heating and how it is getting hotter and hotter. He wants to replace everything that hurts the climate with climate emission responsible products, including heaters and cars. He continues to speak about temperature change and how it effects the globe and how it can affect the economy in the decades to come. Says that some politicians tried to use science to convince older and less educated people that climate change was not true. Says that outside of the U.S. there is little to no debate on climate change. He talks about the U.S. pulled out of Kyoto Accord when Bush took office because they did not see it as fair to first world countries. His dad originally signed the agreement. Believes the time is right to try and reduce climate change, says we have all the allies we need but the time to act is rapidly decreasing and we need to act fast. Gelbspan's talk end with a Q&A, which is very quiet on the Q end.",,Non-Saleable,,,United States,,,,,,,,,,,,,
97,Fifth Annual University of Oregon Sustainable Business Symposium,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:14:27,kboo_MD-155_20011109.mp3,kboo_MD-155_20011109.wav,376 MB,mono,wav,44.1 kHz,16 bits,7932CAC80038C3C5CD64CB271C477461,md5,MD-155,2001-11-09,unknown,Amory Lovins,"Economy, Environment/Climate",Amory Lovins speaks with at the University of Oregon Sustainable Business Symposium.  He speaks about heat loss? and how improvements will help lower costs. Talks about how protecting the planet is not expensive when you consider the future of the earth. He talks about companies trying to lower their carbon emissions to nearly zero. He calls them smart companies.,,Non-Saleable,,,United States,,,,,,,,,,,,,
96,Powell's Bookstore: Jim Garrison on America as Empire (2004),,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:23:04,kboo_MD-154_20040300.mp3,kboo_MD-154_20040300.wav,839 MB,stereo,wav,44.1 kHz,16 bits,961AAAA900D0209EC6AA7A086D357A72,md5,MD-154,2004-03-00,unknown,Jim Garrison,"War/Peace, Government/Politics, Global Affairs","Author and member of the State of the World Forum, Jim Garrison, discusses the responsibilities America has as the strongest nation in the history of the world. In the Q&A he is asked about Ralph Nader, the 2000 elections and the upcoming 2004 elections.",,Non-Saleable,,,United States,,,,,,,,,,,,,
95,Public Interest Environmental Law Conference 2003,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:58:37,kboo_MD-153p2_20030307.mp3,kboo_MD-153p2_20030307.wav,296 MB,mono,wav,44.1 kHz,16 bits,26482F07D2FD6C3E0DC50DF488F006D6,md5,MD-153p2,2003-03-07,unknown,Mae-Wan Ho,"Indigenous, Science/Technology, Environment/Climate",Public Interest Environmental Law Conference (PIELC) Keynote speech by Mae-Wan Ho at the University of Oregon. Ho discusses her book Living with the Fluid Genome (2003) and her work researching genetic engineering and its effects on indigenous communities. Preceding Ho's speech was John E. Echohawk.,eps00109,Saleable,,,,Original,,,,,,,,,,,,
94,Public Interest Environmental Law Conference 2003,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:58:57,kboo_MD-153p1_20030307.mp3,kboo_MD-153p1_20030307.wav,298 MB,mono,wav,44.1 kHz,16 bits,5DE2C49A3905372D5E60B9D4FBB46920,md5,MD-153p1,2003-03-07,unknown,John E. Echohawk,"Indigenous, Law/Court/Crime, Environment/Climate","2003 Public Interest Environmental Law Conference (PIELC) Keynote speech by John E. Echohawk at the University of Oregon. Echohawk discusses the Native American Rights Fund, which he founded, and Native American law. Additionally, he speaks about the relationships Native American tribes are building with environmentalists. Echohawk's speech is followed by Mae-Wan Ho.",eps00109,Saleable,,,,Original,,,,,,,,,,,,
93,Presidential Candidate Dennis Kucinich (D) Speaks at Lincoln High School,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:07:24,kboo_MD-152_20030326.mp3,kboo_MD-152_20030326.wav,340 MB,mono,wav,44.1 kHz,16 bits,E7E3AB9793A9F39EBF166CE0C96F264A,md5,MD-152,2003-03-26,unknown,Dennis Kucinich,"Government/Politics, Global Affairs, Economy, Corporations, Labor",,eps00123,Saleable,,2004,,Original,,,,,,,,,,,,
92,Powell's Bookstore: Jim Hightower speaks on Let's Stop Beating Around the Bush (2004),,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:59:59,kboo_MD-151_20040802.mp3,kboo_MD-151_20040802.wav,303 MB,mono,wav,44.1 kHz,16 bits,EC7D5689690DAAB10F4AD43E541B66E2,md5,MD-151,2004-08-02,unknown,"Jim Hightower, Mike Dambrosia","Government/Politics, Economy, Corporations","Powell's Bookstore hosts Jim Hightower, author and former Texas Agricultural Commissioner, at the Bagdad Theater to discuss his book Let's Stop Beating Around the Bush (2004). This edited recording includes Hightower discussing democracy, the upcoming 2004 elections, and George W. Bush and his supporters. The MiniDisc had written on it //Mike Dambrosia Powell's, 503-235-0028, mad?????@netzero.net, Portland// The email address is difficult to read.",,Non-Saleable,,1995 - 2004,United States,,,,,,,,,,,,,
91,"Julia Hill on Environmental Struggles and her Two Year Tree Sit in Luna at First Unitarian Church in Portland, Oregon",,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,02:03:33,kboo_MD-149_20000522.mp3,kboo_MD-149_20000522.wav,624 MB,mono,wav,44.1 kHz,16 bits,A2B0237527FCD99C723A8C3872943D92,md5,MD-149,2000-05-22,unknown,Julia Butterfly Hill,"Environment/Climate, Activism, Energy/Natural Resources, Corporations","The Northwest Earth Institute, Looking Glass Bookstore, KBOO, and the First Unitarian Church host Julia Butterfly Hill at the the First Unitarian Church in Portland, Oregon. Hill discusses her tree sit that lasted two years between 1997 and 1999. The tree was named //Luna// and was threatened by the Pacific Lumber Company and Columbia Helicopter. The audio recording is edited. Copies of the audio are included on this recording including portions of the Q&A.",,Saleable,,1997 - 2000,"California, Oregon",,,,,,,,,,,,,
90,Ralph Nader and Winona LaDuke at the Memorial Coliseum,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:24:30,kboo_MD-148_20000825.mp3,kboo_MD-148_20000825.wav,426 MB,mono,wav,44.1 kHz,16 bits,C95495E65C22BFA50FCD73EFDB2854AD,md5,MD-148,2000-08-25,unknown,"Ralph Nader, Winona LaDuke","Military/Veterans, Economy, Government/Politics","Nader speaks about defense spending, global reform, how TB and malaria are the real global killers, not weapons of mass killing. Compares Bush and Gore and how similar they are when it comes to being pro business. How corporate power rules almost everything in America. He then transitions to talking about how Gore/Bush won't allow Americans to grow hemp. Then speaks at length about how vital and necessary hemp is, even saying Bush's father used hemp in WWII. He then talks about voting for None of the Above, where you can vote for the none of the above candidates and it would essentially eliminate them from the election if it had enough votes.",,Saleable,,,United States,,,,,,,,,,,,,
89,CIA Drug Symposium,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,02:04:59,kboo_MD-147_20000610.mp3,kboo_MD-147_20000610.wav,631 MB,mono,wav,44.1 kHz,16 bits,30266EC1A6ED919EFDADD7C8C8B424D4,md5,MD-147,2000-06-10,unknown,Rodney Stich,"Civil Liberties, Drugs, Activism","CIA Drug Symposium, Eugene Oregon, Rodney Stich talks about his time working for the government and how he grew tired of how corrupt it can be. He talks about how after he quit working for the government he started filing lawsuits against them. Specifically with the FAA and there constant cover ups. Those include the NTSB covering up information about TWA Flight 800. Eventually someone elses comes on to speak about drug trafficing and how when Mexico was going to default both during the Reagan era and the Clinton era the country was awarded bailout money and how that money would be repaid with confiscated drug money from Mexican drug cartels.",,Non-Saleable,,,,,,,,,,,,,,,,
88,Interviews with Phyllis Bennis on the United Nations and Jim Hightower on American Democracy,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:21:26,kboo_MD-146_20000922.mp3,kboo_MD-146_20000922.wav,411 MB,mono,wav,44.1 kHz,16 bits,76510108A4033D9DC26715E197EC0FCC,md5,MD-146,2000-09-22,unknown,"Andrew Geller (KBOO), Phyllis Bennis (KBOO), Ani Haines (KBOO), Kathleen Stephenson (KBOO), Robert Hoyt (KBOO), Joe Uris (KBOO), Jim Hightower (KBOO)","Global Affairs, Economy, Military/Veterans","Andrew Geller interviews Phyllis Bennis during a KBOO pledge drive. Phyllis discusses the United Nations, NATO, and the United States' dominant role in international relations and global democracy. Music includes Robert Hoyt's //Mind's Eye.// Joe Uris interviews Jim Hightower about his new book and his upcoming appearance in Portland to discuss campaign finance reform. The audio recording cuts out in the middle of the Hightower interview.",,Non-Saleable,,1945 - 2000,"Globe, United States",,,,,,,,,,,,,
87,Promo for Rebroadcast of a Michael Ruppert Speech from 2002,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:01:08,kboo_MD-145_20040200.mp3,kboo_MD-145_20040200.wav,11.5 MB,stereo,wav,44.1 kHz,16 bits,3298BA2241B0AB094F5871C87F45885B,md5,MD-145,2004-02-00,unknown,"Mike Rupert, Mel Reslor","Global Affairs, Government/Politics, Drugs, Energy/Natural Resources","The recording is promo for a rebroadcast of a speech by Michael Ruppert on oil, finance, and the embedding war following 9/11 from 2002. Recording is only about 1 minute  and does not contain the actual speech with Ruppert.",,Non-Saleable,,2002,United States,,Promotional announcement,please review and remove,,,,,,,,,,
86,"Hafiz Usman Speaks About Working for Al Jazeera in Washington, D.C.",,,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:40:54,kboo_MD-144.mp3,kboo_MD-144.wav,413 MB,stereo,wav,44.1 kHz,16 bits,80BD18CAC804E8AB892F91FB59115CE2,md5,MD-144,,unknown,Hafiz Usman,"Civil Liberties, Media, Global Affairs",al-jazeera Washington Chief reporter begins his talk about his position in the world of journalism. He talks about how many countries view Al-Jazeera as a terrorist website/ terror supporting website. Talks about being shut out of certain countries including America right after 9/11. Compares CNN and Al-Jazeera and talks about their similarities in foreign countries. Followed by a Q&A which abruptly cuts.,,Non-Saleable,,,Middle East,,,,,,,,,,,,,
85,Greg Palast: The Best Democrcay Your Money Can Buy,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:21:06,kboo_MD-143_20030405.mp3,kboo_MD-143_20030405.wav,409 MB,mono,wav,44.1 kHz,16 bits,3D685E8FDF42C180437BB2D99DCBDFA9,md5,MD-143,2003-04-05,unknown,"Greg Palast, Jo Ann Bowman","Activism, War/Peace, Global Affairs",,eps00131,Saleable,,,"United States, Oregon",,,,,,,,,,,,,
84,Multnomah County Library's Everybody Reads Interview: Ernest J. Gaines on A Lesson Before Dying,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:09:15,kboo_MD-142_20030205.mp3,kboo_MD-142_20030205.wav,350 MB,mono,wav,44.1 kHz,16 bits,8F4FAE44D6146075E5CEDE30DDC22F9E,md5,MD-142,2003-02-05,unknown,"Ernest J. Gaines, Patricia Welch, Mary Loftin","Arts/Culture, Fiction, African American",,eps00130,Saleable,,1933 - 2003,"California, San Francisco, Louisiana, United States",Original,,,,,,,,,,,,
83,City Club: Beyond Partisanship,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,01:15:07,kboo_MD-141.mp3,kboo_MD-141.wav,758 MB,stereo,wav,44.1 kHz,16 bits,C444FD4A1C9CC551C3199F11AEE1F8F4,md5,MD-141,,unknown,,"Community Building, Government/Politics","Beyond Partisanship Terrible Sound, There is talk of mail delivery prescriptions, not bickering between political parties in Oregon. Talk about Oregon state legislature and if both sides of the party line can get along and try to work for a better Oregon. Followed by a hard to understand Q&A.",,Non-Saleable,,,"Oregon, United States",,,,,,,,,,,,,
82,Chris Hedges Lecture on War and Empire,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:39:03,kboo_MD-140d2_20030421.mp3,kboo_MD-140d2_20030421.wav,394 MB,stereo,wav,44.1 kHz,16 bits,00983D76ED39B5E8592B9DC31680BD88,md5,MD-140d2,2003-04-21,unknown,"Chris Hedges, Lisa Hamid","War/Peace, Military/Veterans, Global Affairs",,eps00129,Saleable,,1990 - 2003,"Iraq, United States, Bosnia, El Salvador",,,,,,,,,,,,,
81,Chris Hedges Lecture on War and Empire,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:52:04,kboo_MD-140d1_20030421.mp3,kboo_MD-140d1_20030421.wav,526 MB,stereo,wav,44.1 kHz,16 bits,F3238FD1F153DF14174B6076B436A035,md5,MD-140d1,2003-04-21,unknown,Chris Hedges,"War/Peace, Military/Veterans, Global Affairs",,eps00129,Saleable,,1990 - 2003,"Iraq, United States, Bosnia, El Salvador",,,,,,,,,,,,,
80,PSU Black Student Union Black History Month Event: Pam Africa and Vessala Mohammad Vay Speak on Reparations,,KPSU,digitized in house,KBOO Archives Room,Mono,Minidisc,01:32:20,kboo_MD-138_20030201.mp3,kboo_MD-138_20030201.wav,466 MB,mono,wav,44.1 kHz,16 bits,DEE29E43BA4346163242A250F83DE735,md5,MD-138,2003-02-01,unknown,"Pam Africa, Vessala Mohammad Vay","African American, Race, Activism, Legislation","The PSU Black Student Union organized this event on campus at Portland State University during Black History Month, with cosponsorship from Reflections Bookstore. Pam Africa speaks on the difference between //reparation// and //reparations//. Africa speaks about the need to continue to agitate and educate people of all communities about how acquiring reparations is an issue of unity and not division for the working class. She encourages attendees to organize within their unions, churches, community groups, and schools around the demand of reparations. Vessala Mohammad Vay discusses the legislative efforts to achieve reparations, including John Conyers H.R. 40.",,Non-Saleable,,1619 - 2003,"United States, Pacific Northwest",,,,,,,,,,,,,
79,Devorah Brous Lectures Israeli-Palestinian Peace Initiatives at the First Congregational Church,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:58:25,kboo_MD-137_20020811.mp3,kboo_MD-137_20020811.wav,295 MB,mono,wav,44.1 kHz,16 bits,8D6F2731FEE1EDE14318D549F0414B7E,md5,MD-137,2002-08-11,unknown,"Spider Moccasin, Trish Nelson, Devorah Brous","Global Affairs, War/Peace, Civil Rights/Human Rights","Devorah Brous speaks at the First Congregational Church in Portland at an event sponsored by Building Bridges for Peace in the Middle East, KBOO, and other local organizations. In this edited recording, Brous speaks about grassroots movements for peace in Israel and the need to reframe social justice work from struggle to celebration. She address issues of settlement, terror, and constructing relationships between Palestinians and Israelis for peace. An edited recording of the Q&A follows Brous' speech. Spider Moccasin, the outreach director for KBOO, introduces the values of the community radio station and its cosponorship of the event. Middle East Peace Lecture and the First Congregational Church",,Non-Saleable,,,"Middle East, Palestine, Israel",,,,,,,,,,,,,
78,"Responsible Wealth: William Gates, Sr. and Chuck Collins Speak at the First Unitarian Church of Portland",,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:23:11,kboo_MD-136_20030206.mp3,kboo_MD-136_20030206.wav,420 MB,mono,wav,44.1 kHz,16 bits,F45F7E64F60847A6B643246684E2E0F3,md5,MD-136,2003-02-06,unknown,"William Gates Sr., Chuck Collins, Kate Lore","Economy, Legislation","Presented by the Economic Justice Action Group (EJAG) of the First Unitarian Church of Portland, Responsible Wealth, and United for a Fair Economy. Chuck Collins and William Gates Sr. discuss their book, Wealth and Our Commonwealth (2003), and the actions needed to address economic inequality in the United States and preserve the estate tax. The recording includes a Q&A following the presentation.",,Non-Saleable,,,United States,,,,,,,,,,,,,
77,Reclaim Democracy: An evening with Jim Hightower,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:06:20,kboo_MD-135_20000427.mp3,kboo_MD-135_20000427.wav,335 MB,mono,wav,44.1 kHz,16 bits,4A03E66367DD219F789A7B5A2C937624,md5,MD-135,2000-04-27,unknown,Jim Hightower,"Activism, Labor, Government/Politics, Economy",,eps00127,Saleable,,,"Portland, Oregon, United States",,,,,,,,,,,,,
76,Powell's Bookstore: Sandra Steingraber on Having Faith: An Ecologist's Journey to Motherhood (2003),,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:57:08,kboo_MD-134_20010507.mp3,kboo_MD-134_20010507.wav,288 MB,mono,wav,44.1 kHz,16 bits,2F3B6564A5CD2E5EB4D505BA156FBCB5,md5,MD-134,2001-05-07,unknown,Sandra Steingraber,"Gender, Health, Women, Family","Steingraber speaks at Powell's books about her new book Having Faith which includes topics like pregnancy, cancer, toxic chemicals and breast feeding. She also talks about how smoking and air pollution can affect the rate of survival of eggs and sperm. Steingarber is nursing a baby while giving this lecture. She also talks about breastfeeding versus bottle feeding and the intelligence of the baby. The latter part of her read can get pretty graphic.",,Non-Saleable,,,,,,,,,,,,,,,,
75,"Peace, Justice and Civil Liberties Conference: Ryan Amundson and Kevin Danaher",,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:24:56,kboo_MD-133_20021112.mp3,kboo_MD-133_20021112.wav,429 MB,mono,wav,44.1 kHz,16 bits,D0C253C0FAC42048EAD25D120220588B,md5,MD-133,2002-11-12,unknown,"Ryan Amundson, Kevin Danaher","War/Peace, Military/Veterans, Civil Rights/Human Rights","Ryan Amundson and Kevin Danaher speak at the Peace, Justice and Civil Liberties Conference at the University of Oregon, Eugene. November 11 - 17, 2002. Amundson introduces a film (not recorded) and then speaks about the death of his brother as result of the terror attacks of 9/11. He also speaks about founding Peaceful Tomorrows and his work with the Afghan Victims Fund. Danaher discusses a range of political, economic, and global issues as well as his work founding Global Exchange, the Green Festival, and his participation in the World Social Forums. Danaher discusses the need for economic democracy and grassroots globalization.",,Non-Saleable,,,"United States, Afghanistan, Iraq",,,,,,,,,,,,,
74,"Jello Biafra at the Crystal Ballroom, Portland, Oregon",,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:59:53,kboo_MD-132_20021004.mp3,kboo_MD-132_20021004.wav,605 MB,mono,wav,44.1 kHz,16 bits,D0460AB0625D33FF8BE64AF2606A9484,md5,MD-132,2002-10-04,unknown,Jello Biafra,"Activism, Humor, Government/Politics","Jello Biafra, former member of the band Dead Kennedys, speaks about politics, war, and activism.",,Non-Saleable,,,,,,,,,,,,,,,,
73,MD-130 title,,Radio Nation,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:55:48,kboo_MD-130.mp3,kboo_MD-130.wav,563 MB,stereo,wav,44.1 kHz,16 bits,1D6754312BCC06BEC7A73A5EAE15012F,md5,MD-130,,unknown,Howard Dean,Activism,,eps00092,Non-Saleable,,,,,,,,,,,,,,,,
72,5th Annual International Festival of Raw and Living Food,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:57:29,kboo_MD-127_2003.mp3,kboo_MD-127_2003.wav,290 MB,mono,wav,44.1 kHz,16 bits,4F984A100CE261315D32424EAB99B938,md5,MD-127,2003,unknown,Mel Reslor,"Food, Health",,eps00128,Saleable,,2003 - 2004,Oregon,,,,,,,,,,,,,
71,Facing Earth Day 2000: Howard Lyman,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:29:01,kboo_MD-126_20000419.mp3,kboo_MD-126_20000419.wav,449 MB,mono,wav,44.1 kHz,16 bits,C9DE38D3B3584CB51FF68C247B34AE2C,md5,MD-126,2000-04-19,unknown,"Howard Lyman, Mel Reslor","Animals, Agriculture, Health, Environment/Climate, Food",,eps00126,Saleable,,,"United States, England",,,,,,,,,,,,,
70,Dr. Neal Barnard: Breaking the Food Seduction,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:27:43,kboo_MD-125p2_19990200.mp3,kboo_MD-125p2_19990200.wav,443 MB,mono,wav,44.1 kHz,16 bits,59A1BF162887B8B8457558FC7D093E1D,md5,MD-125p2,1999-02-00,unknown,Neal Barnard,"Food, Health",,eps00122,Saleable,,,United States,,,,,,,,,,,,,
69,Dr. Neal Barnard: Breaking the Food Seduction,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:38:06,kboo_MD-125p1_19990200.mp3,kboo_MD-125p1_19990200.wav,192 MB,mono,wav,44.1 kHz,16 bits,4CA80800EB43D19F9A899EEA993A3B3A,md5,MD-125p1,1999-02-00,unknown,"Carol Merrick, Neal Barnard","Food, Health",,eps00122,Saleable,,,United States,,,,,,,,,,,,,
68,Public Interest Environmental Law Conference 2002,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:42:19,kboo_MD-122p2_20020309.mp3,kboo_MD-122p2_20020309.wav,214 MB,mono,wav,44.1 kHz,16 bits,AC42CC4EDEF8C39EC3F8F8B62D0E9892,md5,MD-122p2,2002-03-09,unknown,Linda Krop,"Environment/Climate, Law/Courts/Crime","The Public Interest Environmental Law Conference at the University of Oregon March 7 - 10, 2002. Keynote Address by Linda Krop on Saturday, March 9th.",eps00121,Saleable,,,"Alaska, United States",,,,,,,,,,,,,
67,Public Interest Environmental Law Conference 2002,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:53:41,kboo_MD-122p1_20020308.mp3,kboo_MD-122p1_20020308.wav,271 MB,mono,wav,44.1 kHz,16 bits,9F3A90BC6837EDC347E189738C530F78,md5,MD-122p1,2002-03-08,unknown,Ralph Nader,"Environment/Climate, Law/Courts/Crime, Government /Politics","The Public Interest Environmental Law Conference at the University of Oregon March 7 - 10, 2002. Keynote Address by Ralph Nader on Friday, March 8th. Audio recording quality is poor.",eps00121,Saleable,,,"United States, Oregon",,,,,,,,,,,,,
66,"Ralph Nader Speech in Portland, Oregon",,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:56:13,kboo_MD-121_20000525.mp3,kboo_MD-121_20000525.wav,568 MB,stereo,wav,44.1 kHz,16 bits,8E6597A97E15BCB04B2738963BAFFE5C,md5,MD-121,2000-05-25,unknown,Ralph Nader,"Government/Politics, Economy, Corporations",,eps00120,Saleable,,2000,"United States, Oregon",,,,,,,,,,,,,
65,Foods that Fight Pain with Dr. Neal Barnard,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:57:45,kboo_MD-117_19990200.mp3,kboo_MD-117_19990200.wav,292 MB,mono,wav,44.1 kHz,16 bits,9C2C47CC66763AD041CC3E0B060BB08A,md5,MD-117,1999-02-00,unknown,"Neal Barnard, Mel Reslor","Food, Health","This episode of the KBOO Lecture series features an edited speech by Dr. Neal Barnard from 1999 (full recording is found on MD-125.1 and MD-125.2). Barnard speaks about his book Fighting the Food Seduction (2001). Barnard's research food health and is founder of Physicians Committee for Responsible Medicine. He discusses the relationship between food and good health, specifically how food can fight pain",,Non-Saleable,,1999,United States,,,,,,,,,,,,,
64,Michael Ruppert at First Congregational Church,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:28:29,kboo_MD-092d2_20020412.mp3,kboo_MD-092d2_20020412.wav,144 MB,mono,wav,44.1 kHz,16 bits,6598BA0B8A7E0C36AE0657447DF8B8E5,md5,MD-092d2,2002-04-12,unknown,Michael Ruppert,"Drugs, Police, Government/Politics",,eps00094,Saleable,,1978 - 2001,United States,,,,S:StaffAnalog Archive Project_finalminidisc,,,,,,,,,
63,Michael Ruppert at First Congregational Church,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,02:21:11,kboo_MD-092d1_20020412.mp3,kboo_MD-092d1_20020412.wav,718 MB,mono,wav,44.1 kHz,16 bits,A7B3EC97ACC8FF1CBAEC2F1DEB497262,md5,MD-092d1,2002-04-12,unknown,Michael Ruppert,"Drugs, Police, Government/Politics",,eps00094,Saleable,,1978 - 2001,United States,,,,S:StaffAnalog Archive Project_finalminidisc,,,,,,,,,
62,Rabbis for Human Rights,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:24:45,kboo_MD-091d2_20030503.mp3,kboo_MD-091d2_20030503.wav,250 MB,stereo,wav,44.1 kHz,16 bits,0D39F8C1E0E208D11F5294C65192D712,md5,MD-091d2,2003-05-03,unknown,Arik Ascherman,"Global Affairs, Civil Rights/Human Rights, Faith/Religion/Spirituality","Rabbi Arik Ascherman of Rabbis For Human Rights, speaks to a Portland about  talks about the work for peace and justice in Israel and the Occupied Territories. During the introduction of Ascherman, who's a human rights activist, the first speaker aknowledges the controversy of him speaking to the Jewish community in Portland. Acsherman discusses how social justice and human rights are important facets of the Torah. In this recording, Ascherman answers questiosn from the audience.",eps00119,Saleable,,,"Israel, Palestine",,,,S:StaffAnalog Archive Project_finalminidisc,,,,,,,,,
61,Rabbis for Human Rights,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,01:01:01,kboo_MD-091d1_20030503.mp3,kboo_MD-091d1_20030503.wav,616 MB,stereo,wav,44.1 kHz,16 bits,5982C3FDB0163847FFC2DA2FAA7D2D4C,md5,MD-091d1,2003-05-03,unknown,Arik Ascherman,"Global Affairs, Civil Rights/Human Rights, Faith/Religion/Spirituality",,eps00119,Saleable,,,"Israel, Palestine",,,,S:StaffAnalog Archive Project_finalminidisc,,,,,,,,,
